Region,Year,PIN
Gambia,2007,240
Gambia,2006,180
Gambia,2005,180
Gambia,2004,180
Gambia,2003,180
Gambia,2002,156
Gambia,2001,72
Gambia,2000,84
Gambia,1999,144
Gambia,1998,172
Gambia,1997,548
Gambia,1996,840
Gambia,1995,900
Gambia,1994,1440
Gambia,1993,1680
Gambia,1992,1320
Gambia,1991,1012
Gambia,1990,784
Gambia,1989,1411
Gambia,1988,843
Gambia,1987,400
Gambia,1986,504
Gambia,1985,735
Gambia,1984,1118
Gambia,1983,331
Gambia,1982,1009
Gambia,1981,1112
Gambia,1980,586
Gambia,1979,399
Gambia,1978,362
Gambia,1977,486
Gambia,1976,333
Gambia,1975,81
Gambia,1974,117
Gambia,1973,74
Gambia,1972,18
Gambia,1971,14
Gambia,1970,4
Gambia,1969,0
Gambia,1968,0
Gambia,1967,0
Gambia,1966,0
Gambia,1965,0
Gambia,1964,0
Gambia,1963,0
Gambia,1962,0
Gambia,1961,0
Georgia,2007,25
Georgia,2006,24
Georgia,2005,77
Georgia,2004,70
Georgia,2003,78
Georgia,2002,76
Georgia,2001,69
Georgia,2000,71
Georgia,1999,158
Georgia,1998,132
Georgia,1997,86
Georgia,1996,96
Georgia,1995,107
Georgia,1994,166
Georgia,1993,206
Georgia,1992,150
Germany,2007,97
Germany,2006,92
Germany,2005,86
Germany,2004,82
Germany,2003,80
Germany,2002,78
Germany,2001,84
Germany,2000,96
Germany,1999,118
Germany,1998,119
Germany,1997,104
Germany,1996,91
Germany,1995,79
Germany,1994,75
Germany,1993,75
Germany,1992,83
Germany,1991,65
Germany,1990,81
Germany,1989,87
Germany,1988,85
Germany,1987,82
Germany,1986,85
Germany,1985,64
Germany,1984,60
Germany,1983,51
Germany,1982,53
Germany,1981,53
Germany,1980,50
Germany,1979,53
Germany,1978,51
Germany,1977,54
Germany,1976,57
Germany,1975,54
Germany,1974,55
Germany,1973,59
Germany,1972,54
Germany,1971,51
Germany,1970,50
Germany,1969,51
Germany,1968,53
Germany,1967,55
Germany,1966,56
Germany,1965,55
Germany,1964,58
Germany,1963,61
Germany,1962,57
Germany,1961,54
Ghana,2007,91
Ghana,2006,76
Ghana,2005,85
Ghana,2004,64
Ghana,2003,66
Ghana,2002,61
Ghana,2001,75
Ghana,2000,105
Ghana,1999,119
Ghana,1998,157
Ghana,1997,127
Ghana,1996,121
Ghana,1995,93
Ghana,1994,90
Ghana,1993,121
Ghana,1992,90
Ghana,1991,67
Ghana,1990,46
Ghana,1989,37
Ghana,1988,30
Ghana,1987,32
Ghana,1986,31
Ghana,1985,24
Ghana,1984,32
Ghana,1983,40
Ghana,1982,37
Ghana,1981,39
Ghana,1980,42
Ghana,1979,39
Ghana,1978,41
Ghana,1977,47
Ghana,1976,63
Ghana,1975,66
Ghana,1974,53
Ghana,1973,51
Ghana,1972,55
Ghana,1971,50
Ghana,1970,43
Ghana,1969,23
Ghana,1968,29
Ghana,1967,21
Ghana,1966,31
Ghana,1965,12
Ghana,1964,27
Ghana,1963,13
Ghana,1962,16
Ghana,1961,9
Greece,2007,58
Greece,2006,63
Greece,2005,93
Greece,2004,91
Greece,2003,87
Greece,2002,97
Greece,2001,101
Greece,2000,99
Greece,1999,98
Greece,1998,89
Greece,1997,87
Greece,1996,96
Greece,1995,99
Greece,1994,95
Greece,1993,88
Greece,1992,81
Greece,1991,66
Greece,1990,64
Greece,1989,67
Greece,1988,67
Greece,1987,62
Greece,1986,64
Greece,1985,55
Greece,1984,50
Greece,1983,43
Greece,1982,43
Greece,1981,45
Greece,1980,41
Greece,1979,41
Greece,1978,46
Greece,1977,43
Greece,1976,44
Greece,1975,42
Greece,1974,35
Greece,1973,36
Greece,1972,37
Greece,1971,36
Greece,1970,35
Greece,1969,33
Greece,1968,29
Greece,1967,37
Greece,1966,34
Greece,1965,36
Greece,1964,38
Greece,1963,41
Greece,1962,31
Greece,1961,30
Greenland,2007,95
Greenland,2006,95
Greenland,2005,95
Greenland,2004,95
Greenland,2003,90
Greenland,2002,90
Greenland,2001,100
Greenland,2000,100
Greenland,1999,100
Greenland,1998,100
Greenland,1997,100
Greenland,1996,100
Greenland,1995,100
Greenland,1994,100
Greenland,1993,100
Greenland,1992,100
Greenland,1991,100
Greenland,1990,100
Greenland,1989,100
Greenland,1988,100
Greenland,1987,100
Greenland,1986,100
Greenland,1985,95
Greenland,1984,95
Greenland,1983,95
Greenland,1982,161
Greenland,1981,138
Greenland,1980,95
Greenland,1979,71
Greenland,1978,71
Greenland,1977,95
Greenland,1976,42
Greenland,1975,114
Greenland,1974,90
Greenland,1973,123
Greenland,1972,104
Greenland,1971,190
Greenland,1970,166
Greenland,1969,147
Greenland,1968,109
Greenland,1967,71
Greenland,1966,219
Greenland,1965,123
Greenland,1964,176
Greenland,1963,138
Greenland,1962,142
Greenland,1961,142
Grenada,2007,100
Grenada,2006,100
Grenada,2005,100
Grenada,2004,100
Grenada,2003,100
Grenada,2002,100
Grenada,2001,100
Grenada,2000,100
Grenada,1999,100
Grenada,1998,100
Grenada,1997,100
Grenada,1996,100
Grenada,1995,100
Grenada,1994,100
Grenada,1993,83
Grenada,1992,83
Grenada,1991,83
Grenada,1990,83
Grenada,1989,83
Grenada,1988,83
Grenada,1987,83
Grenada,1986,83
Grenada,1985,83
Grenada,1984,83
Grenada,1983,83
Grenada,1982,83
Grenada,1981,75
Grenada,1980,75
Grenada,1979,75
Grenada,1978,66
Grenada,1977,66
Grenada,1976,75
Grenada,1975,108
Grenada,1974,50
Grenada,1973,100
Grenada,1972,125
Grenada,1971,133
Grenada,1970,191
Grenada,1969,258
Grenada,1968,325
Grenada,1967,208
Grenada,1966,325
Grenada,1965,425
Grenada,1964,225
Grenada,1963,716
Grenada,1962,491
Grenada,1961,541
Guadeloupe,2007,73
Guadeloupe,2006,73
Guadeloupe,2005,73
Guadeloupe,2004,55
Guadeloupe,2003,88
Guadeloupe,2002,102
Guadeloupe,2001,102
Guadeloupe,2000,102
Guadeloupe,1999,94
Guadeloupe,1998,85
Guadeloupe,1997,79
Guadeloupe,1996,67
Guadeloupe,1995,67
Guadeloupe,1994,67
Guadeloupe,1993,155
Guadeloupe,1992,138
Guadeloupe,1991,58
Guadeloupe,1990,58
Guadeloupe,1989,102
Guadeloupe,1988,117
Guadeloupe,1987,117
Guadeloupe,1986,76
Guadeloupe,1985,117
Guadeloupe,1984,117
Guadeloupe,1983,58
Guadeloupe,1982,29
Guadeloupe,1981,29
Guadeloupe,1980,29
Guadeloupe,1979,117
Guadeloupe,1978,229
Guadeloupe,1977,456
Guadeloupe,1976,646
Guadeloupe,1975,804
Guadeloupe,1974,990
Guadeloupe,1973,1206
Guadeloupe,1972,1226
Guadeloupe,1971,1565
Guadeloupe,1970,2648
Guadeloupe,1969,2648
Guadeloupe,1968,2562
Guadeloupe,1967,2743
Guadeloupe,1966,1876
Guadeloupe,1965,873
Guadeloupe,1964,1515
Guadeloupe,1963,1221
Guadeloupe,1962,1996
Guadeloupe,1961,1869
Guatemala,2007,91
Guatemala,2006,83
Guatemala,2005,86
Guatemala,2004,82
Guatemala,2003,89
Guatemala,2002,82
Guatemala,2001,96
Guatemala,2000,105
Guatemala,1999,97
Guatemala,1998,89
Guatemala,1997,92
Guatemala,1996,85
Guatemala,1995,73
Guatemala,1994,79
Guatemala,1993,84
Guatemala,1992,91
Guatemala,1991,82
Guatemala,1990,86
Guatemala,1989,84
Guatemala,1988,83
Guatemala,1987,75
Guatemala,1986,87
Guatemala,1985,86
Guatemala,1984,92
Guatemala,1983,85
Guatemala,1982,95
Guatemala,1981,115
Guatemala,1980,132
Guatemala,1979,134
Guatemala,1978,128
Guatemala,1977,120
Guatemala,1976,99
Guatemala,1975,97
Guatemala,1974,109
Guatemala,1973,93
Guatemala,1972,84
Guatemala,1971,67
Guatemala,1970,70
Guatemala,1969,72
Guatemala,1968,72
Guatemala,1967,60
Guatemala,1966,72
Guatemala,1965,74
Guatemala,1964,64
Guatemala,1963,59
Guatemala,1962,50
Guatemala,1961,40
Guinea,2007,90
Guinea,2006,83
Guinea,2005,80
Guinea,2004,80
Guinea,2003,81
Guinea,2002,78
Guinea,2001,88
Guinea,2000,117
Guinea,1999,93
Guinea,1998,79
Guinea,1997,63
Guinea,1996,55
Guinea,1995,63
Guinea,1994,65
Guinea,1993,68
Guinea,1992,68
Guinea,1991,62
Guinea,1990,54
Guinea,1989,46
Guinea,1988,34
Guinea,1987,15
Guinea,1986,15
Guinea,1985,26
Guinea,1984,26
Guinea,1983,25
Guinea,1982,25
Guinea,1981,24
Guinea,1980,24
Guinea,1979,24
Guinea,1978,24
Guinea,1977,24
Guinea,1976,23
Guinea,1975,23
Guinea,1974,23
Guinea,1973,23
Guinea,1972,22
Guinea,1971,21
Guinea,1970,20
Guinea,1969,18
Guinea,1968,24
Guinea,1967,22
Guinea,1966,22
Guinea,1965,17
Guinea,1964,16
Guinea,1963,20
Guinea,1962,21
Guinea,1961,24
Guinea-Bissau,2007,153
Guinea-Bissau,2006,115
Guinea-Bissau,2005,115
Guinea-Bissau,2004,115
Guinea-Bissau,2003,115
Guinea-Bissau,2002,115
Guinea-Bissau,2001,115
Guinea-Bissau,2000,92
Guinea-Bissau,1999,92
Guinea-Bissau,1998,69
Guinea-Bissau,1997,69
Guinea-Bissau,1996,76
Guinea-Bissau,1995,76
Guinea-Bissau,1994,46
Guinea-Bissau,1993,53
Guinea-Bissau,1992,38
Guinea-Bissau,1991,71
Guinea-Bissau,1990,76
Guinea-Bissau,1989,58
Guinea-Bissau,1988,115
Guinea-Bissau,1987,115
Guinea-Bissau,1986,115
Guinea-Bissau,1985,115
Guinea-Bissau,1984,115
Guinea-Bissau,1983,69
Guinea-Bissau,1982,117
Guinea-Bissau,1981,102
Guinea-Bissau,1980,79
Guinea-Bissau,1979,2
Guinea-Bissau,1978,2
Guinea-Bissau,1977,2
Guinea-Bissau,1976,2
Guinea-Bissau,1975,2
Guinea-Bissau,1974,2
Guinea-Bissau,1973,2
Guinea-Bissau,1972,2
Guinea-Bissau,1971,2
Guinea-Bissau,1970,2
Guinea-Bissau,1969,2
Guinea-Bissau,1968,2
Guinea-Bissau,1967,2
Guinea-Bissau,1966,2
Guinea-Bissau,1965,10
Guinea-Bissau,1964,5
Guinea-Bissau,1963,2
Guinea-Bissau,1962,2
Guinea-Bissau,1961,2
Guyana,2007,118
Guyana,2006,115
Guyana,2005,115
Guyana,2004,115
Guyana,2003,115
Guyana,2002,115
Guyana,2001,116
Guyana,2000,71
Guyana,1999,112
Guyana,1998,110
Guyana,1997,152
Guyana,1996,167
Guyana,1995,172
Guyana,1994,172
Guyana,1993,172
Guyana,1992,172
Guyana,1991,172
Guyana,1990,172
Guyana,1989,172
Guyana,1988,172
Guyana,1987,152
Guyana,1986,233
Guyana,1985,323
Guyana,1984,279
Guyana,1983,439
Guyana,1982,488
Guyana,1981,587
Guyana,1980,587
Guyana,1979,501
Guyana,1978,441
Guyana,1977,402
Guyana,1976,379
Guyana,1975,377
Guyana,1974,381
Guyana,1973,331
Guyana,1972,361
Guyana,1971,350
Guyana,1970,307
Guyana,1969,298
Guyana,1968,488
Guyana,1967,453
Guyana,1966,394
Guyana,1965,401
Guyana,1964,380
Guyana,1963,224
Guyana,1962,349
Guyana,1961,289
Haiti,2007,78
Haiti,2006,75
Haiti,2005,76
Haiti,2004,79
Haiti,2003,80
Haiti,2002,85
Haiti,2001,96
Haiti,2000,104
Haiti,1999,98
Haiti,1998,95
Haiti,1997,94
Haiti,1996,94
Haiti,1995,100
Haiti,1994,107
Haiti,1993,116
Haiti,1992,97
Haiti,1991,129
Haiti,1990,130
Haiti,1989,134
Haiti,1988,132
Haiti,1987,108
Haiti,1986,135
Haiti,1985,136
Haiti,1984,137
Haiti,1983,133
Haiti,1982,119
Haiti,1981,121
Haiti,1980,149
Haiti,1979,142
Haiti,1978,98
Haiti,1977,110
Haiti,1976,112
Haiti,1975,133
Haiti,1974,108
Haiti,1973,113
Haiti,1972,108
Haiti,1971,111
Haiti,1970,109
Haiti,1969,90
Haiti,1968,100
Haiti,1967,107
Haiti,1966,104
Haiti,1965,126
Haiti,1964,123
Haiti,1963,120
Haiti,1962,112
Haiti,1961,159
Honduras,2007,118
Honduras,2006,108
Honduras,2005,104
Honduras,2004,101
Honduras,2003,96
Honduras,2002,94
Honduras,2001,110
Honduras,2000,104
Honduras,1999,85
Honduras,1998,93
Honduras,1997,88
Honduras,1996,81
Honduras,1995,76
Honduras,1994,76
Honduras,1993,63
Honduras,1992,64
Honduras,1991,58
Honduras,1990,68
Honduras,1989,58
Honduras,1988,54
Honduras,1987,47
Honduras,1986,46
Honduras,1985,48
Honduras,1984,48
Honduras,1983,52
Honduras,1982,51
Honduras,1981,52
Honduras,1980,47
Honduras,1979,53
Honduras,1978,48
Honduras,1977,38
Honduras,1976,34
Honduras,1975,34
Honduras,1974,33
Honduras,1973,29
Honduras,1972,30
Honduras,1971,29
Honduras,1970,29
Honduras,1969,32
Honduras,1968,32
Honduras,1967,32
Honduras,1966,32
Honduras,1965,32
Honduras,1964,26
Honduras,1963,23
Honduras,1962,22
Honduras,1961,16
Hungary,2007,93
Hungary,2006,92
Hungary,2005,110
Hungary,2004,108
Hungary,2003,102
Hungary,2002,99
Hungary,2001,83
Hungary,2000,90
Hungary,1999,125
Hungary,1998,102
Hungary,1997,90
Hungary,1996,88
Hungary,1995,95
Hungary,1994,104
Hungary,1993,99
Hungary,1992,118
Hungary,1991,155
Hungary,1990,145
Hungary,1989,162
Hungary,1988,177
Hungary,1987,214
Hungary,1986,222
Hungary,1985,221
Hungary,1984,222
Hungary,1983,224
Hungary,1982,251
Hungary,1981,240
Hungary,1980,187
Hungary,1979,248
Hungary,1978,230
Hungary,1977,234
Hungary,1976,204
Hungary,1975,185
Hungary,1974,187
Hungary,1973,194
Hungary,1972,196
Hungary,1971,206
Hungary,1970,203
Hungary,1969,272
Hungary,1968,260
Hungary,1967,247
Hungary,1966,216
Hungary,1965,206
Hungary,1964,270
Hungary,1963,256
Hungary,1962,199
Hungary,1961,191
Iceland,2007,48
Iceland,2006,58
Iceland,2005,67
Iceland,2004,75
Iceland,2003,61
Iceland,2002,61
Iceland,2001,111
Iceland,2000,111
Iceland,1999,77
Iceland,1998,82
Iceland,1997,80
Iceland,1996,79
Iceland,1995,76
Iceland,1994,82
Iceland,1993,88
Iceland,1992,106
Iceland,1991,111
Iceland,1990,97
Iceland,1989,114
Iceland,1988,132
Iceland,1987,132
Iceland,1986,132
Iceland,1985,131
Iceland,1984,132
Iceland,1983,135
Iceland,1982,140
Iceland,1981,146
Iceland,1980,132
Iceland,1979,145
Iceland,1978,146
Iceland,1977,140
Iceland,1976,131
Iceland,1975,129
Iceland,1974,127
Iceland,1973,124
Iceland,1972,118
Iceland,1971,110
Iceland,1970,117
Iceland,1969,196
Iceland,1968,194
Iceland,1967,212
Iceland,1966,203
Iceland,1965,185
Iceland,1964,176
Iceland,1963,185
Iceland,1962,203
Iceland,1961,212
India,2007,164
India,2006,150
India,2005,134
India,2004,124
India,2003,112
India,2002,92
India,2001,93
India,2000,96
India,1999,109
India,1998,108
India,1997,102
India,1996,112
India,1995,104
India,1994,101
India,1993,93
India,1992,97
India,1991,90
India,1990,89
India,1989,92
India,1988,75
India,1987,66
India,1986,68
India,1985,83
India,1984,77
India,1983,69
India,1982,71
India,1981,72
India,1980,68
India,1979,69
India,1978,72
India,1977,64
India,1976,58
India,1975,58
India,1974,64
India,1973,60
India,1972,59
India,1971,60
India,1970,51
India,1969,53
India,1968,51
India,1967,55
India,1966,49
India,1965,50
India,1964,53
India,1963,54
India,1962,52
India,1961,48
Indonesia,2007,141
Indonesia,2006,138
Indonesia,2005,127
Indonesia,2004,122
Indonesia,2003,116
Indonesia,2002,110
Indonesia,2001,105
Indonesia,2000,96
Indonesia,1999,97
Indonesia,1998,95
Indonesia,1997,91
Indonesia,1996,94
Indonesia,1995,92
Indonesia,1994,87
Indonesia,1993,87
Indonesia,1992,83
Indonesia,1991,82
Indonesia,1990,83
Indonesia,1989,73
Indonesia,1988,73
Indonesia,1987,71
Indonesia,1986,68
Indonesia,1985,69
Indonesia,1984,62
Indonesia,1983,60
Indonesia,1982,55
Indonesia,1981,59
Indonesia,1980,57
Indonesia,1979,57
Indonesia,1978,49
Indonesia,1977,46
Indonesia,1976,46
Indonesia,1975,44
Indonesia,1974,41
Indonesia,1973,42
Indonesia,1972,46
Indonesia,1971,39
Indonesia,1970,42
Indonesia,1969,43
Indonesia,1968,39
Indonesia,1967,38
Indonesia,1966,38
Indonesia,1965,39
Indonesia,1964,34
Indonesia,1963,40
Indonesia,1962,37
Indonesia,1961,37
Iran,2007,81
Iran,2006,90
Iran,2005,95
Iran,2004,92
Iran,2003,93
Iran,2002,93
Iran,2001,95
Iran,2000,104
Iran,1999,100
Iran,1998,95
Iran,1997,93
Iran,1996,99
Iran,1995,92
Iran,1994,76
Iran,1993,70
Iran,1992,71
Iran,1991,72
Iran,1990,71
Iran,1989,65
Iran,1988,70
Iran,1987,69
Iran,1986,72
Iran,1985,68
Iran,1984,69
Iran,1983,60
Iran,1982,62
Iran,1981,57
Iran,1980,48
Iran,1979,60
Iran,1978,69
Iran,1977,83
Iran,1976,75
Iran,1975,68
Iran,1974,98
Iran,1973,88
Iran,1972,96
Iran,1971,75
Iran,1970,75
Iran,1969,79
Iran,1968,81
Iran,1967,65
Iran,1966,63
Iran,1965,75
Iran,1964,63
Iran,1963,61
Iran,1962,53
Iran,1961,59
Iraq,2007,62
Iraq,2006,62
Iraq,2005,73
Iraq,2004,79
Iraq,2003,86
Iraq,2002,133
Iraq,2001,108
Iraq,2000,76
Iraq,1999,115
Iraq,1998,107
Iraq,1997,87
Iraq,1996,57
Iraq,1995,58
Iraq,1994,79
Iraq,1993,93
Iraq,1992,77
Iraq,1991,74
Iraq,1990,108
Iraq,1989,90
Iraq,1988,70
Iraq,1987,97
Iraq,1986,109
Iraq,1985,111
Iraq,1984,100
Iraq,1983,106
Iraq,1982,93
Iraq,1981,87
Iraq,1980,77
Iraq,1979,76
Iraq,1978,76
Iraq,1977,99
Iraq,1976,108
Iraq,1975,103
Iraq,1974,133
Iraq,1973,124
Iraq,1972,128
Iraq,1971,150
Iraq,1970,146
Iraq,1969,122
Iraq,1968,132
Iraq,1967,118
Iraq,1966,88
Iraq,1965,104
Iraq,1964,111
Iraq,1963,69
Iraq,1962,92
Iraq,1961,96
Ireland,2007,108
Ireland,2006,100
Ireland,2005,100
Ireland,2004,100
Ireland,2003,100
Ireland,2002,100
Ireland,2001,100
Ireland,2000,100
Ireland,1999,100
Ireland,1998,100
Ireland,1997,100
Ireland,1996,100
Ireland,1995,106
Ireland,1994,108
Ireland,1993,111
Ireland,1992,109
Ireland,1991,148
Ireland,1990,139
Ireland,1989,123
Ireland,1988,107
Ireland,1987,86
Ireland,1986,82
Ireland,1985,74
Ireland,1984,65
Ireland,1983,64
Ireland,1982,64
Ireland,1981,81
Ireland,1980,79
Ireland,1979,101
Ireland,1978,70
Ireland,1977,70
Ireland,1976,77
Ireland,1975,81
Ireland,1974,83
Ireland,1973,80
Ireland,1972,82
Ireland,1971,86
Ireland,1970,78
Ireland,1969,78
Ireland,1968,82
Ireland,1967,82
Ireland,1966,93
Ireland,1965,95
Ireland,1964,93
Ireland,1963,95
Ireland,1962,96
Ireland,1961,91
Israel,2007,92
Israel,2006,108
Israel,2005,94
Israel,2004,123
Israel,2003,91
Israel,2002,92
Israel,2001,106
Israel,2000,77
Israel,1999,116
Israel,1998,229
Israel,1997,243
Israel,1996,232
Israel,1995,195
Israel,1994,144
Israel,1993,124
Israel,1992,134
Israel,1991,100
Israel,1990,234
Israel,1989,212
Israel,1988,285
Israel,1987,268
Israel,1986,312
Israel,1985,445
Israel,1984,395
Israel,1983,417
Israel,1982,394
Israel,1981,426
Israel,1980,352
Israel,1979,340
Israel,1978,358
Israel,1977,291
Israel,1976,244
Israel,1975,221
Israel,1974,225
Israel,1973,172
Israel,1972,185
Israel,1971,170
Israel,1970,167
Israel,1969,187
Israel,1968,158
Israel,1967,140
Israel,1966,123
Israel,1965,106
Israel,1964,76
Israel,1963,61
Israel,1962,85
Israel,1961,78
Italy,2007,101
Italy,2006,101
Italy,2005,102
Italy,2004,105
Italy,2003,95
Italy,2002,101
Italy,2001,98
Italy,2000,102
Italy,1999,98
Italy,1998,92
Italy,1997,90
Italy,1996,102
Italy,1995,95
Italy,1994,98
Italy,1993,100
Italy,1992,115
Italy,1991,125
Italy,1990,135
Italy,1989,118
Italy,1988,105
Italy,1987,88
Italy,1986,73
Italy,1985,78
Italy,1984,85
Italy,1983,71
Italy,1982,66
Italy,1981,58
Italy,1980,56
Italy,1979,60
Italy,1978,49
Italy,1977,49
Italy,1976,49
Italy,1975,51
Italy,1974,42
Italy,1973,43
Italy,1972,39
Italy,1971,37
Italy,1970,38
Italy,1969,39
Italy,1968,37
Italy,1967,43
Italy,1966,37
Italy,1965,38
Italy,1964,41
Italy,1963,37
Italy,1962,29
Italy,1961,22
Jamaica,2007,110
Jamaica,2006,103
Jamaica,2005,98
Jamaica,2004,98
Jamaica,2003,105
Jamaica,2002,104
Jamaica,2001,106
Jamaica,2000,96
Jamaica,1999,97
Jamaica,1998,88
Jamaica,1997,106
Jamaica,1996,108
Jamaica,1995,108
Jamaica,1994,113
Jamaica,1993,103
Jamaica,1992,109
Jamaica,1991,115
Jamaica,1990,104
Jamaica,1989,99
Jamaica,1988,114
Jamaica,1987,105
Jamaica,1986,106
Jamaica,1985,67
Jamaica,1984,107
Jamaica,1983,75
Jamaica,1982,83
Jamaica,1981,84
Jamaica,1980,75
Jamaica,1979,57
Jamaica,1978,53
Jamaica,1977,45
Jamaica,1976,70
Jamaica,1975,53
Jamaica,1974,57
Jamaica,1973,56
Jamaica,1972,54
Jamaica,1971,59
Jamaica,1970,68
Jamaica,1969,67
Jamaica,1968,77
Jamaica,1967,81
Jamaica,1966,79
Jamaica,1965,80
Jamaica,1964,117
Jamaica,1963,100
Jamaica,1962,61
Jamaica,1961,60
Japan,2007,83
Japan,2006,80
Japan,2005,92
Japan,2004,95
Japan,2003,91
Japan,2002,94
Japan,2001,97
Japan,2000,98
Japan,1999,103
Japan,1998,99
Japan,1997,108
Japan,1996,107
Japan,1995,113
Japan,1994,119
Japan,1993,118
Japan,1992,133
Japan,1991,135
Japan,1990,156
Japan,1989,148
Japan,1988,162
Japan,1987,184
Japan,1986,202
Japan,1985,211
Japan,1984,221
Japan,1983,242
Japan,1982,245
Japan,1981,248
Japan,1980,263
Japan,1979,282
Japan,1978,294
Japan,1977,296
Japan,1976,310
Japan,1975,309
Japan,1974,309
Japan,1973,325
Japan,1972,308
Japan,1971,315
Japan,1970,321
Japan,1969,341
Japan,1968,365
Japan,1967,368
Japan,1966,345
Japan,1965,340
Japan,1964,367
Japan,1963,323
Japan,1962,305
Japan,1961,306
Jordan,2007,111
Jordan,2006,111
Jordan,2005,111
Jordan,2004,109
Jordan,2003,125
Jordan,2002,172
Jordan,2001,82
Jordan,2000,131
Jordan,1999,85
Jordan,1998,127
Jordan,1997,147
Jordan,1996,203
Jordan,1995,254
Jordan,1994,162
Jordan,1993,249
Jordan,1992,232
Jordan,1991,136
Jordan,1990,164
Jordan,1989,164
Jordan,1988,171
Jordan,1987,141
Jordan,1986,105
Jordan,1985,142
Jordan,1984,126
Jordan,1983,228
Jordan,1982,151
Jordan,1981,154
Jordan,1980,140
Jordan,1979,85
Jordan,1978,83
Jordan,1977,66
Jordan,1976,53
Jordan,1975,71
Jordan,1974,95
Jordan,1973,79
Jordan,1972,89
Jordan,1971,80
Jordan,1970,73
Jordan,1969,109
Jordan,1968,118
Jordan,1967,105
Jordan,1966,125
Jordan,1965,133
Jordan,1964,119
Jordan,1963,39
Jordan,1962,78
Jordan,1961,98
Kazakhstan,2007,124
Kazakhstan,2006,150
Kazakhstan,2005,157
Kazakhstan,2004,143
Kazakhstan,2003,137
Kazakhstan,2002,103
Kazakhstan,2001,118
Kazakhstan,2000,105
Kazakhstan,1999,76
Kazakhstan,1998,75
Kazakhstan,1997,80
Kazakhstan,1996,95
Kazakhstan,1995,100
Kazakhstan,1994,118
Kazakhstan,1993,125
Kazakhstan,1992,139
Kenya,2007,121
Kenya,2006,107
Kenya,2005,115
Kenya,2004,113
Kenya,2003,106
Kenya,2002,103
Kenya,2001,105
Kenya,2000,98
Kenya,1999,95
Kenya,1998,102
Kenya,1997,89
Kenya,1996,104
Kenya,1995,98
Kenya,1994,82
Kenya,1993,82
Kenya,1992,77
Kenya,1991,84
Kenya,1990,85
Kenya,1989,84
Kenya,1988,79
Kenya,1987,72
Kenya,1986,70
Kenya,1985,68
Kenya,1984,65
Kenya,1983,58
Kenya,1982,51
Kenya,1981,52
Kenya,1980,51
Kenya,1979,49
Kenya,1978,48
Kenya,1977,49
Kenya,1976,37
Kenya,1975,32
Kenya,1974,32
Kenya,1973,33
Kenya,1972,30
Kenya,1971,25
Kenya,1970,26
Kenya,1969,24
Kenya,1968,19
Kenya,1967,19
Kenya,1966,22
Kenya,1965,16
Kenya,1964,17
Kenya,1963,15
Kenya,1962,17
Kenya,1961,11
Korea Dem. Rep.,2007,101
Korea Dem. Rep.,2006,104
Korea Dem. Rep.,2005,104
Korea Dem. Rep.,2004,103
Korea Dem. Rep.,2003,102
Korea Dem. Rep.,2002,103
Korea Dem. Rep.,2001,101
Korea Dem. Rep.,2000,100
Korea Dem. Rep.,1999,98
Korea Dem. Rep.,1998,98
Korea Dem. Rep.,1997,96
Korea Dem. Rep.,1996,99
Korea Dem. Rep.,1995,101
Korea Dem. Rep.,1994,117
Korea Dem. Rep.,1993,112
Korea Dem. Rep.,1992,117
Korea Dem. Rep.,1991,120
Korea Dem. Rep.,1990,122
Korea Dem. Rep.,1989,120
Korea Dem. Rep.,1988,117
Korea Dem. Rep.,1987,113
Korea Dem. Rep.,1986,109
Korea Dem. Rep.,1985,105
Korea Dem. Rep.,1984,99
Korea Dem. Rep.,1983,96
Korea Dem. Rep.,1982,93
Korea Dem. Rep.,1981,90
Korea Dem. Rep.,1980,88
Korea Dem. Rep.,1979,86
Korea Dem. Rep.,1978,84
Korea Dem. Rep.,1977,83
Korea Dem. Rep.,1976,83
Korea Dem. Rep.,1975,82
Korea Dem. Rep.,1974,82
Korea Dem. Rep.,1973,82
Korea Dem. Rep.,1972,82
Korea Dem. Rep.,1971,82
Korea Dem. Rep.,1970,79
Korea Dem. Rep.,1969,79
Korea Dem. Rep.,1968,79
Korea Dem. Rep.,1967,77
Korea Dem. Rep.,1966,77
Korea Dem. Rep.,1965,77
Korea Dem. Rep.,1964,77
Korea Dem. Rep.,1963,71
Korea Dem. Rep.,1962,75
Korea Dem. Rep.,1961,70
Korea Rep.,2007,92
Korea Rep.,2006,82
Korea Rep.,2005,85
Korea Rep.,2004,59
Korea Rep.,2003,59
Korea Rep.,2002,77
Korea Rep.,2001,89
Korea Rep.,2000,107
Korea Rep.,1999,103
Korea Rep.,1998,89
Korea Rep.,1997,87
Korea Rep.,1996,96
Korea Rep.,1995,129
Korea Rep.,1994,152
Korea Rep.,1993,165
Korea Rep.,1992,128
Korea Rep.,1991,116
Korea Rep.,1990,118
Korea Rep.,1989,132
Korea Rep.,1988,125
Korea Rep.,1987,135
Korea Rep.,1986,146
Korea Rep.,1985,136
Korea Rep.,1984,167
Korea Rep.,1983,179
Korea Rep.,1982,205
Korea Rep.,1981,166
Korea Rep.,1980,193
Korea Rep.,1979,237
Korea Rep.,1978,276
Korea Rep.,1977,301
Korea Rep.,1976,280
Korea Rep.,1975,254
Korea Rep.,1974,245
Korea Rep.,1973,253
Korea Rep.,1972,248
Korea Rep.,1971,165
