Region,Year,PIN,Category
LandLocked developing countries,1971,29,food
LandLocked developing countries,1970,29,food
LandLocked developing countries,1969,27,food
LandLocked developing countries,1968,26,food
LandLocked developing countries,1967,25,food
LandLocked developing countries,1966,23,food
LandLocked developing countries,1965,23,food
LandLocked developing countries,1964,23,food
LandLocked developing countries,1963,22,food
LandLocked developing countries,1962,22,food
LandLocked developing countries,1961,21,food
Least Developed Countries,2007,127,food
Least Developed Countries,2006,124,food
Least Developed Countries,2005,120,food
Least Developed Countries,2004,113,food
Least Developed Countries,2003,111,food
Least Developed Countries,2002,106,food
Least Developed Countries,2001,103,food
Least Developed Countries,2000,99,food
Least Developed Countries,1999,96,food
Least Developed Countries,1998,91,food
Least Developed Countries,1997,87,food
Least Developed Countries,1996,86,food
Least Developed Countries,1995,82,food
Least Developed Countries,1994,79,food
Least Developed Countries,1993,78,food
Least Developed Countries,1992,76,food
Least Developed Countries,1991,76,food
Least Developed Countries,1990,74,food
Least Developed Countries,1989,73,food
Least Developed Countries,1988,71,food
Least Developed Countries,1987,68,food
Least Developed Countries,1986,69,food
Least Developed Countries,1985,67,food
Least Developed Countries,1984,64,food
Least Developed Countries,1983,66,food
Least Developed Countries,1982,64,food
Least Developed Countries,1981,63,food
Least Developed Countries,1980,61,food
Least Developed Countries,1979,59,food
Least Developed Countries,1978,60,food
Least Developed Countries,1977,58,food
Least Developed Countries,1976,57,food
Least Developed Countries,1975,57,food
Least Developed Countries,1974,54,food
Least Developed Countries,1973,53,food
Least Developed Countries,1972,51,food
Least Developed Countries,1971,52,food
Least Developed Countries,1970,52,food
Least Developed Countries,1969,51,food
Least Developed Countries,1968,49,food
Least Developed Countries,1967,48,food
Least Developed Countries,1966,45,food
Least Developed Countries,1965,45,food
Least Developed Countries,1964,45,food
Least Developed Countries,1963,44,food
Least Developed Countries,1962,42,food
Least Developed Countries,1961,41,food
Melanesia,2007,109,food
Melanesia,2006,110,food
Melanesia,2005,108,food
Melanesia,2004,107,food
Melanesia,2003,104,food
Melanesia,2002,103,food
Melanesia,2001,99,food
Melanesia,2000,101,food
Melanesia,1999,98,food
Melanesia,1998,94,food
Melanesia,1997,94,food
Melanesia,1996,93,food
Melanesia,1995,89,food
Melanesia,1994,87,food
Melanesia,1993,87,food
Melanesia,1992,85,food
Melanesia,1991,81,food
Melanesia,1990,81,food
Melanesia,1989,80,food
Melanesia,1988,78,food
Melanesia,1987,77,food
Melanesia,1986,78,food
Melanesia,1985,76,food
Melanesia,1984,76,food
Melanesia,1983,69,food
Melanesia,1982,70,food
Melanesia,1981,69,food
Melanesia,1980,66,food
Melanesia,1979,65,food
Melanesia,1978,63,food
Melanesia,1977,62,food
Melanesia,1976,60,food
Melanesia,1975,58,food
Melanesia,1974,58,food
Melanesia,1973,55,food
Melanesia,1972,55,food
Melanesia,1971,55,food
Melanesia,1970,54,food
Melanesia,1969,52,food
Melanesia,1968,51,food
Melanesia,1967,49,food
Melanesia,1966,48,food
Melanesia,1965,47,food
Melanesia,1964,47,food
Melanesia,1963,46,food
Melanesia,1962,44,food
Melanesia,1961,42,food
Micronesia,2007,121,food
Micronesia,2006,116,food
Micronesia,2005,116,food
Micronesia,2004,116,food
Micronesia,2003,108,food
Micronesia,2002,102,food
Micronesia,2001,97,food
Micronesia,2000,97,food
Micronesia,1999,104,food
Micronesia,1998,105,food
Micronesia,1997,106,food
Micronesia,1996,107,food
Micronesia,1995,99,food
Micronesia,1994,68,food
Micronesia,1993,67,food
Micronesia,1992,69,food
Micronesia,1991,65,food
Micronesia,1990,107,food
Micronesia,1989,113,food
Micronesia,1988,133,food
Micronesia,1987,140,food
Micronesia,1986,136,food
Micronesia,1985,132,food
Micronesia,1984,125,food
Micronesia,1983,108,food
Micronesia,1982,112,food
Micronesia,1981,126,food
Micronesia,1980,122,food
Micronesia,1979,135,food
Micronesia,1978,137,food
Micronesia,1977,114,food
Micronesia,1976,96,food
Micronesia,1975,98,food
Micronesia,1974,103,food
Micronesia,1973,95,food
Micronesia,1972,94,food
Micronesia,1971,101,food
Micronesia,1970,95,food
Micronesia,1969,81,food
Micronesia,1968,72,food
Micronesia,1967,84,food
Micronesia,1966,81,food
Micronesia,1965,80,food
Micronesia,1964,72,food
Micronesia,1963,72,food
Micronesia,1962,72,food
Micronesia,1961,73,food
Middle Africa,2007,111,food
Middle Africa,2006,114,food
Middle Africa,2005,113,food
Middle Africa,2004,109,food
Middle Africa,2003,107,food
Middle Africa,2002,104,food
Middle Africa,2001,102,food
Middle Africa,2000,99,food
Middle Africa,1999,97,food
Middle Africa,1998,98,food
Middle Africa,1997,93,food
Middle Africa,1996,93,food
Middle Africa,1995,91,food
Middle Africa,1994,97,food
Middle Africa,1993,92,food
Middle Africa,1992,92,food
Middle Africa,1991,90,food
Middle Africa,1990,87,food
Middle Africa,1989,84,food
Middle Africa,1988,82,food
Middle Africa,1987,79,food
Middle Africa,1986,80,food
Middle Africa,1985,77,food
Middle Africa,1984,73,food
Middle Africa,1983,73,food
Middle Africa,1982,72,food
Middle Africa,1981,69,food
Middle Africa,1980,69,food
Middle Africa,1979,67,food
Middle Africa,1978,65,food
Middle Africa,1977,66,food
Middle Africa,1976,65,food
Middle Africa,1975,65,food
Middle Africa,1974,64,food
Middle Africa,1973,62,food
Middle Africa,1972,60,food
Middle Africa,1971,60,food
Middle Africa,1970,59,food
Middle Africa,1969,57,food
Middle Africa,1968,56,food
Middle Africa,1967,54,food
Middle Africa,1966,52,food
Middle Africa,1965,51,food
Middle Africa,1964,51,food
Middle Africa,1963,50,food
Middle Africa,1962,49,food
Middle Africa,1961,47,food
Northern Africa,2007,120,food
Northern Africa,2006,126,food
Northern Africa,2005,119,food
Northern Africa,2004,118,food
Northern Africa,2003,117,food
Northern Africa,2002,105,food
Northern Africa,2001,101,food
Northern Africa,2000,99,food
Northern Africa,1999,99,food
Northern Africa,1998,96,food
Northern Africa,1997,90,food
Northern Africa,1996,96,food
Northern Africa,1995,79,food
Northern Africa,1994,79,food
Northern Africa,1993,76,food
Northern Africa,1992,75,food
Northern Africa,1991,76,food
Northern Africa,1990,68,food
Northern Africa,1989,64,food
Northern Africa,1988,62,food
Northern Africa,1987,60,food
Northern Africa,1986,60,food
Northern Africa,1985,56,food
Northern Africa,1984,50,food
Northern Africa,1983,51,food
Northern Africa,1982,49,food
Northern Africa,1981,49,food
Northern Africa,1980,49,food
Northern Africa,1979,46,food
Northern Africa,1978,45,food
Northern Africa,1977,43,food
Northern Africa,1976,45,food
Northern Africa,1975,44,food
Northern Africa,1974,43,food
Northern Africa,1973,40,food
Northern Africa,1972,40,food
Northern Africa,1971,40,food
Northern Africa,1970,37,food
Northern Africa,1969,36,food
Northern Africa,1968,37,food
Northern Africa,1967,33,food
Northern Africa,1966,31,food
Northern Africa,1965,34,food
Northern Africa,1964,32,food
Northern Africa,1963,33,food
Northern Africa,1962,31,food
Northern Africa,1961,28,food
Northern America,2007,107,food
Northern America,2006,103,food
Northern America,2005,105,food
Northern America,2004,106,food
Northern America,2003,100,food
Northern America,2002,96,food
Northern America,2001,98,food
Northern America,2000,101,food
Northern America,1999,99,food
Northern America,1998,98,food
Northern America,1997,96,food
Northern America,1996,94,food
Northern America,1995,88,food
Northern America,1994,94,food
Northern America,1993,82,food
Northern America,1992,89,food
Northern America,1991,82,food
Northern America,1990,83,food
Northern America,1989,80,food
Northern America,1988,72,food
Northern America,1987,79,food
Northern America,1986,80,food
Northern America,1985,82,food
Northern America,1984,78,food
Northern America,1983,70,food
Northern America,1982,80,food
Northern America,1981,79,food
Northern America,1980,73,food
Northern America,1979,75,food
Northern America,1978,72,food
Northern America,1977,71,food
Northern America,1976,69,food
Northern America,1975,67,food
Northern America,1974,62,food
Northern America,1973,64,food
Northern America,1972,63,food
Northern America,1971,63,food
Northern America,1970,58,food
Northern America,1969,59,food
Northern America,1968,59,food
Northern America,1967,58,food
Northern America,1966,56,food
Northern America,1965,54,food
Northern America,1964,52,food
Northern America,1963,52,food
Northern America,1962,50,food
Northern America,1961,49,food
Northern Europe,2007,97,food
Northern Europe,2006,97,food
Northern Europe,2005,100,food
Northern Europe,2004,100,food
Northern Europe,2003,99,food
Northern Europe,2002,99,food
Northern Europe,2001,96,food
Northern Europe,2000,101,food
Northern Europe,1999,101,food
Northern Europe,1998,102,food
Northern Europe,1997,103,food
Northern Europe,1996,102,food
Northern Europe,1995,101,food
Northern Europe,1994,100,food
Northern Europe,1993,103,food
Northern Europe,1992,103,food
Northern Europe,1991,92,food
Northern Europe,1990,94,food
Northern Europe,1989,91,food
Northern Europe,1988,89,food
Northern Europe,1987,89,food
Northern Europe,1986,92,food
Northern Europe,1985,92,food
Northern Europe,1984,95,food
Northern Europe,1983,88,food
Northern Europe,1982,89,food
Northern Europe,1981,84,food
Northern Europe,1980,86,food
Northern Europe,1979,83,food
Northern Europe,1978,83,food
Northern Europe,1977,80,food
Northern Europe,1976,75,food
Northern Europe,1975,75,food
Northern Europe,1974,78,food
Northern Europe,1973,74,food
Northern Europe,1972,73,food
Northern Europe,1971,73,food
Northern Europe,1970,72,food
Northern Europe,1969,70,food
Northern Europe,1968,71,food
Northern Europe,1967,71,food
Northern Europe,1966,68,food
Northern Europe,1965,70,food
Northern Europe,1964,68,food
Northern Europe,1963,67,food
Northern Europe,1962,67,food
Northern Europe,1961,66,food
Oceania,2007,93,food
Oceania,2006,92,food
Oceania,2005,106,food
Oceania,2004,101,food
Oceania,2003,104,food
Oceania,2002,89,food
Oceania,2001,103,food
Oceania,2000,98,food
Oceania,1999,97,food
Oceania,1998,94,food
Oceania,1997,89,food
Oceania,1996,107,food
Oceania,1995,99,food
Oceania,1994,89,food
Oceania,1993,93,food
Oceania,1992,90,food
Oceania,1991,84,food
Oceania,1990,84,food
Oceania,1989,82,food
Oceania,1988,83,food
Oceania,1987,80,food
Oceania,1986,82,food
Oceania,1985,81,food
Oceania,1984,80,food
Oceania,1983,82,food
Oceania,1982,71,food
Oceania,1981,76,food
Oceania,1980,71,food
Oceania,1979,77,food
Oceania,1978,80,food
Oceania,1977,72,food
Oceania,1976,73,food
Oceania,1975,68,food
Oceania,1974,63,food
Oceania,1973,69,food
Oceania,1972,65,food
Oceania,1971,64,food
Oceania,1970,61,food
Oceania,1969,60,food
Oceania,1968,62,food
Oceania,1967,55,food
Oceania,1966,58,food
Oceania,1965,53,food
Oceania,1964,55,food
Oceania,1963,52,food
Oceania,1962,50,food
Oceania,1961,45,food
Polynesia,2007,105,food
Polynesia,2006,105,food
Polynesia,2005,105,food
Polynesia,2004,102,food
Polynesia,2003,103,food
Polynesia,2002,103,food
Polynesia,2001,101,food
Polynesia,2000,101,food
Polynesia,1999,97,food
Polynesia,1998,97,food
Polynesia,1997,100,food
Polynesia,1996,98,food
Polynesia,1995,95,food
Polynesia,1994,93,food
Polynesia,1993,99,food
Polynesia,1992,87,food
Polynesia,1991,94,food
Polynesia,1990,101,food
Polynesia,1989,105,food
Polynesia,1988,106,food
Polynesia,1987,111,food
Polynesia,1986,117,food
Polynesia,1985,115,food
Polynesia,1984,107,food
Polynesia,1983,110,food
Polynesia,1982,123,food
Polynesia,1981,122,food
Polynesia,1980,127,food
Polynesia,1979,118,food
Polynesia,1978,110,food
Polynesia,1977,119,food
Polynesia,1976,122,food
Polynesia,1975,125,food
Polynesia,1974,116,food
Polynesia,1973,112,food
Polynesia,1972,117,food
Polynesia,1971,119,food
Polynesia,1970,113,food
Polynesia,1969,122,food
Polynesia,1968,111,food
Polynesia,1967,109,food
Polynesia,1966,113,food
Polynesia,1965,111,food
Polynesia,1964,118,food
Polynesia,1963,117,food
Polynesia,1962,113,food
Polynesia,1961,110,food
Small Island Developing States,2007,103,food
Small Island Developing States,2006,103,food
Small Island Developing States,2005,104,food
Small Island Developing States,2004,109,food
Small Island Developing States,2003,107,food
Small Island Developing States,2002,105,food
Small Island Developing States,2001,103,food
Small Island Developing States,2000,101,food
Small Island Developing States,1999,95,food
Small Island Developing States,1998,90,food
Small Island Developing States,1997,93,food
Small Island Developing States,1996,94,food
Small Island Developing States,1995,88,food
Small Island Developing States,1994,89,food
Small Island Developing States,1993,89,food
Small Island Developing States,1992,97,food
Small Island Developing States,1991,99,food
Small Island Developing States,1990,102,food
Small Island Developing States,1989,102,food
Small Island Developing States,1988,100,food
Small Island Developing States,1987,99,food
Small Island Developing States,1986,98,food
Small Island Developing States,1985,97,food
Small Island Developing States,1984,100,food
Small Island Developing States,1983,95,food
Small Island Developing States,1982,95,food
Small Island Developing States,1981,93,food
Small Island Developing States,1980,90,food
Small Island Developing States,1979,93,food
Small Island Developing States,1978,91,food
Small Island Developing States,1977,86,food
Small Island Developing States,1976,83,food
Small Island Developing States,1975,79,food
Small Island Developing States,1974,80,food
Small Island Developing States,1973,78,food
Small Island Developing States,1972,76,food
Small Island Developing States,1971,77,food
Small Island Developing States,1970,83,food
Small Island Developing States,1969,72,food
Small Island Developing States,1968,71,food
Small Island Developing States,1967,71,food
Small Island Developing States,1966,66,food
Small Island Developing States,1965,68,food
Small Island Developing States,1964,64,food
Small Island Developing States,1963,62,food
Small Island Developing States,1962,62,food
Small Island Developing States,1961,65,food
South America,2007,127,food
South America,2006,120,food
South America,2005,122,food
South America,2004,117,food
South America,2003,113,food
South America,2002,106,food
South America,2001,103,food
South America,2000,99,food
South America,1999,97,food
South America,1998,91,food
South America,1997,90,food
South America,1996,86,food
South America,1995,86,food
South America,1994,81,food
South America,1993,76,food
South America,1992,75,food
South America,1991,72,food
South America,1990,69,food
South America,1989,68,food
South America,1988,67,food
South America,1987,64,food
South America,1986,62,food
South America,1985,61,food
South America,1984,59,food
South America,1983,56,food
South America,1982,57,food
South America,1981,55,food
South America,1980,53,food
South America,1979,51,food
South America,1978,49,food
South America,1977,48,food
South America,1976,48,food
South America,1975,44,food
South America,1974,42,food
South America,1973,40,food
South America,1972,39,food
South America,1971,38,food
South America,1970,39,food
South America,1969,37,food
South America,1968,36,food
South America,1967,36,food
South America,1966,34,food
South America,1965,33,food
South America,1964,32,food
South America,1963,31,food
South America,1962,30,food
South America,1961,28,food
South-Eastern Asia,2007,132,food
South-Eastern Asia,2006,127,food
South-Eastern Asia,2005,122,food
South-Eastern Asia,2004,119,food
South-Eastern Asia,2003,114,food
South-Eastern Asia,2002,108,food
South-Eastern Asia,2001,103,food
South-Eastern Asia,2000,100,food
South-Eastern Asia,1999,95,food
South-Eastern Asia,1998,90,food
South-Eastern Asia,1997,91,food
South-Eastern Asia,1996,91,food
South-Eastern Asia,1995,88,food
South-Eastern Asia,1994,83,food
South-Eastern Asia,1993,81,food
South-Eastern Asia,1992,79,food
South-Eastern Asia,1991,74,food
South-Eastern Asia,1990,72,food
South-Eastern Asia,1989,71,food
South-Eastern Asia,1988,67,food
South-Eastern Asia,1987,64,food
South-Eastern Asia,1986,63,food
South-Eastern Asia,1985,62,food
South-Eastern Asia,1984,60,food
South-Eastern Asia,1983,57,food
South-Eastern Asia,1982,55,food
South-Eastern Asia,1981,54,food
South-Eastern Asia,1980,51,food
South-Eastern Asia,1979,47,food
South-Eastern Asia,1978,46,food
South-Eastern Asia,1977,43,food
South-Eastern Asia,1976,43,food
South-Eastern Asia,1975,41,food
South-Eastern Asia,1974,39,food
South-Eastern Asia,1973,38,food
South-Eastern Asia,1972,35,food
South-Eastern Asia,1971,36,food
South-Eastern Asia,1970,35,food
South-Eastern Asia,1969,33,food
South-Eastern Asia,1968,32,food
South-Eastern Asia,1967,30,food
South-Eastern Asia,1966,30,food
South-Eastern Asia,1965,29,food
South-Eastern Asia,1964,29,food
South-Eastern Asia,1963,28,food
South-Eastern Asia,1962,28,food
South-Eastern Asia,1961,26,food
Southern Africa,2007,108,food
Southern Africa,2006,108,food
Southern Africa,2005,112,food
Southern Africa,2004,106,food
Southern Africa,2003,104,food
Southern Africa,2002,105,food
Southern Africa,2001,99,food
Southern Africa,2000,104,food
Southern Africa,1999,95,food
Southern Africa,1998,91,food
Southern Africa,1997,95,food
Southern Africa,1996,95,food
Southern Africa,1995,82,food
Southern Africa,1994,93,food
Southern Africa,1993,89,food
Southern Africa,1992,78,food
Southern Africa,1991,90,food
Southern Africa,1990,88,food
Southern Africa,1989,89,food
Southern Africa,1988,85,food
Southern Africa,1987,84,food
Southern Africa,1986,80,food
Southern Africa,1985,80,food
Southern Africa,1984,76,food
Southern Africa,1983,70,food
Southern Africa,1982,80,food
Southern Africa,1981,87,food
Southern Africa,1980,80,food
Southern Africa,1979,76,food
Southern Africa,1978,77,food
Southern Africa,1977,74,food
Southern Africa,1976,70,food
Southern Africa,1975,70,food
Southern Africa,1974,74,food
Southern Africa,1973,62,food
Southern Africa,1972,71,food
Southern Africa,1971,66,food
Southern Africa,1970,59,food
Southern Africa,1969,59,food
Southern Africa,1968,56,food
Southern Africa,1967,64,food
Southern Africa,1966,53,food
Southern Africa,1965,50,food
Southern Africa,1964,48,food
Southern Africa,1963,50,food
Southern Africa,1962,47,food
Southern Africa,1961,47,food
Southern Asia,2007,120,food
Southern Asia,2006,114,food
Southern Asia,2005,110,food
Southern Asia,2004,104,food
Southern Asia,2003,105,food
Southern Asia,2002,97,food
Southern Asia,2001,101,food
Southern Asia,2000,99,food
Southern Asia,1999,98,food
Southern Asia,1998,94,food
Southern Asia,1997,92,food
Southern Asia,1996,90,food
Southern Asia,1995,86,food
Southern Asia,1994,83,food
Southern Asia,1993,81,food
Southern Asia,1992,78,food
Southern Asia,1991,75,food
Southern Asia,1990,74,food
Southern Asia,1989,72,food
Southern Asia,1988,68,food
Southern Asia,1987,63,food
Southern Asia,1986,63,food
Southern Asia,1985,61,food
Southern Asia,1984,60,food
Southern Asia,1983,59,food
Southern Asia,1982,53,food
Southern Asia,1981,53,food
Southern Asia,1980,50,food
Southern Asia,1979,48,food
Southern Asia,1978,49,food
Southern Asia,1977,48,food
Southern Asia,1976,45,food
Southern Asia,1975,45,food
Southern Asia,1974,41,food
Southern Asia,1973,42,food
Southern Asia,1972,39,food
Southern Asia,1971,40,food
Southern Asia,1970,40,food
Southern Asia,1969,38,food
Southern Asia,1968,37,food
Southern Asia,1967,35,food
Southern Asia,1966,33,food
Southern Asia,1965,33,food
Southern Asia,1964,34,food
Southern Asia,1963,33,food
Southern Asia,1962,32,food
Southern Asia,1961,32,food
Southern Europe,2007,97,food
Southern Europe,2006,98,food
Southern Europe,2005,98,food
Southern Europe,2004,104,food
Southern Europe,2003,99,food
Southern Europe,2002,99,food
Southern Europe,2001,99,food
Southern Europe,2000,100,food
Southern Europe,1999,99,food
Southern Europe,1998,97,food
Southern Europe,1997,97,food
Southern Europe,1996,96,food
Southern Europe,1995,88,food
Southern Europe,1994,90,food
Southern Europe,1993,90,food
Southern Europe,1992,93,food
Southern Europe,1991,95,food
Southern Europe,1990,90,food
Southern Europe,1989,93,food
Southern Europe,1988,89,food
Southern Europe,1987,94,food
Southern Europe,1986,91,food
Southern Europe,1985,89,food
Southern Europe,1984,91,food
Southern Europe,1983,90,food
Southern Europe,1982,90,food
Southern Europe,1981,86,food
Southern Europe,1980,90,food
Southern Europe,1979,87,food
Southern Europe,1978,82,food
Southern Europe,1977,78,food
Southern Europe,1976,78,food
Southern Europe,1975,79,food
Southern Europe,1974,79,food
Southern Europe,1973,77,food
Southern Europe,1972,71,food
Southern Europe,1971,71,food
Southern Europe,1970,71,food
Southern Europe,1969,70,food
Southern Europe,1968,68,food
Southern Europe,1967,68,food
Southern Europe,1966,66,food
Southern Europe,1965,63,food
Southern Europe,1964,62,food
Southern Europe,1963,61,food
Southern Europe,1962,59,food
Southern Europe,1961,57,food
Western Africa,2007,120,food
Western Africa,2006,128,food
Western Africa,2005,121,food
Western Africa,2004,114,food
Western Africa,2003,111,food
Western Africa,2002,105,food
Western Africa,2001,101,food
Western Africa,2000,99,food
Western Africa,1999,99,food
Western Africa,1998,94,food
Western Africa,1997,89,food
Western Africa,1996,87,food
Western Africa,1995,83,food
Western Africa,1994,80,food
Western Africa,1993,77,food
Western Africa,1992,73,food
Western Africa,1991,70,food
Western Africa,1990,63,food
Western Africa,1989,61,food
Western Africa,1988,57,food
Western Africa,1987,51,food
Western Africa,1986,51,food
Western Africa,1985,48,food
Western Africa,1984,45,food
Western Africa,1983,43,food
Western Africa,1982,43,food
Western Africa,1981,43,food
Western Africa,1980,41,food
Western Africa,1979,40,food
Western Africa,1978,40,food
Western Africa,1977,39,food
Western Africa,1976,40,food
Western Africa,1975,42,food
Western Africa,1974,42,food
Western Africa,1973,37,food
Western Africa,1972,37,food
Western Africa,1971,41,food
Western Africa,1970,42,food
Western Africa,1969,40,food
Western Africa,1968,37,food
Western Africa,1967,37,food
Western Africa,1966,35,food
Western Africa,1965,36,food
Western Africa,1964,35,food
Western Africa,1963,33,food
Western Africa,1962,32,food
Western Africa,1961,31,food
Western Asia,2007,105,food
Western Asia,2006,114,food
Western Asia,2005,114,food
Western Asia,2004,108,food
Western Asia,2003,106,food
Western Asia,2002,105,food
Western Asia,2001,99,food
Western Asia,2000,103,food
Western Asia,1999,97,food
Western Asia,1998,100,food
Western Asia,1997,93,food
Western Asia,1996,94,food
Western Asia,1995,90,food
Western Asia,1994,88,food
Western Asia,1993,87,food
Western Asia,1992,87,food
Western Asia,1991,78,food
Western Asia,1990,79,food
Western Asia,1989,73,food
Western Asia,1988,78,food
Western Asia,1987,72,food
Western Asia,1986,73,food
Western Asia,1985,69,food
Western Asia,1984,66,food
Western Asia,1983,62,food
Western Asia,1982,63,food
Western Asia,1981,60,food
Western Asia,1980,59,food
Western Asia,1979,56,food
Western Asia,1978,55,food
Western Asia,1977,52,food
Western Asia,1976,52,food
Western Asia,1975,48,food
Western Asia,1974,46,food
Western Asia,1973,41,food
Western Asia,1972,46,food
Western Asia,1971,44,food
Western Asia,1970,40,food
Western Asia,1969,40,food
Western Asia,1968,39,food
Western Asia,1967,39,food
Western Asia,1966,37,food
Western Asia,1965,35,food
Western Asia,1964,35,food
Western Asia,1963,34,food
Western Asia,1962,34,food
Western Asia,1961,32,food
Western Europe,2007,92,food
Western Europe,2006,92,food
Western Europe,2005,97,food
Western Europe,2004,100,food
Western Europe,2003,93,food
Western Europe,2002,99,food
Western Europe,2001,97,food
Western Europe,2000,100,food
Western Europe,1999,101,food
Western Europe,1998,99,food
Western Europe,1997,98,food
Western Europe,1996,98,food
Western Europe,1995,95,food
Western Europe,1994,93,food
Western Europe,1993,94,food
Western Europe,1992,97,food
Western Europe,1991,95,food
Western Europe,1990,97,food
Western Europe,1989,97,food
Western Europe,1988,98,food
Western Europe,1987,98,food
Western Europe,1986,99,food
Western Europe,1985,97,food
Western Europe,1984,98,food
Western Europe,1983,92,food
Western Europe,1982,96,food
Western Europe,1981,90,food
Western Europe,1980,91,food
Western Europe,1979,91,food
Western Europe,1978,87,food
Western Europe,1977,82,food
Western Europe,1976,81,food
Western Europe,1975,82,food
Western Europe,1974,85,food
Western Europe,1973,84,food
Western Europe,1972,79,food
Western Europe,1971,80,food
Western Europe,1970,79,food
Western Europe,1969,76,food
Western Europe,1968,79,food
Western Europe,1967,77,food
Western Europe,1966,71,food
Western Europe,1965,71,food
Western Europe,1964,71,food
Western Europe,1963,71,food
Western Europe,1962,72,food
Western Europe,1961,65,food
World,2007,114,food
World,2006,112,food
World,2005,112,food
World,2004,110,food
World,2003,105,food
World,2002,102,food
World,2001,101,food
World,2000,100,food
World,1999,98,food
World,1998,95,food
World,1997,93,food
World,1996,92,food
World,1995,88,food
World,1994,86,food
World,1993,84,food
World,1992,83,food
World,1991,81,food
World,1990,81,food
World,1989,79,food
World,1988,76,food
World,1987,75,food
World,1986,75,food
World,1985,73,food
World,1984,72,food
World,1983,69,food
World,1982,68,food
World,1981,66,food
World,1980,64,food
World,1979,64,food
World,1978,63,food
World,1977,60,food
World,1976,59,food
World,1975,57,food
World,1974,56,food
World,1973,56,food
World,1972,53,food
World,1971,53,food
World,1970,52,food
World,1969,50,food
World,1968,50,food
World,1967,48,food
World,1966,47,food
World,1965,45,food
World,1964,44,food
World,1963,42,food
World,1962,41,food
World,1961,40,food
Africa,2007,120,livestock
Africa,2006,118,livestock
Africa,2005,115,livestock
Africa,2004,111,livestock
Africa,2003,110,livestock
Africa,2002,106,livestock
Africa,2001,102,livestock
Africa,2000,100,livestock
Africa,1999,96,livestock
Africa,1998,93,livestock
Africa,1997,90,livestock
Africa,1996,87,livestock
Africa,1995,85,livestock
Africa,1994,83,livestock
Africa,1993,81,livestock
Africa,1992,80,livestock
Africa,1991,79,livestock
Africa,1990,78,livestock
Africa,1989,72,livestock
Africa,1988,70,livestock
Africa,1987,68,livestock
Africa,1986,67,livestock
Africa,1985,66,livestock
Africa,1984,64,livestock
Africa,1983,64,livestock
Africa,1982,63,livestock
Africa,1981,60,livestock
Africa,1980,59,livestock
Africa,1979,58,livestock
Africa,1978,56,livestock
Africa,1977,53,livestock
Africa,1976,51,livestock
Africa,1975,49,livestock
Africa,1974,48,livestock
Africa,1973,48,livestock
Africa,1972,48,livestock
Africa,1971,46,livestock
Africa,1970,46,livestock
Africa,1969,45,livestock
Africa,1968,44,livestock
Africa,1967,42,livestock
Africa,1966,41,livestock
Africa,1965,40,livestock
Africa,1964,38,livestock
Africa,1963,37,livestock
Africa,1962,37,livestock
Africa,1961,37,livestock
Americas,2007,111,livestock
Americas,2006,110,livestock
Americas,2005,112,livestock
Americas,2004,108,livestock
Americas,2003,105,livestock
Americas,2002,104,livestock
Americas,2001,101,livestock
Americas,2000,100,livestock
Americas,1999,98,livestock
Americas,1998,93,livestock
Americas,1997,92,livestock
Americas,1996,90,livestock
Americas,1995,89,livestock
Americas,1994,85,livestock
Americas,1993,82,livestock
Americas,1992,80,livestock
Americas,1991,78,livestock
Americas,1990,75,livestock
Americas,1989,73,livestock
Americas,1988,73,livestock
Americas,1987,71,livestock
Americas,1986,71,livestock
Americas,1985,69,livestock
Americas,1984,67,livestock
Americas,1983,67,livestock
Americas,1982,65,livestock
Americas,1981,65,livestock
Americas,1980,64,livestock
Americas,1979,62,livestock
Americas,1978,62,livestock
Americas,1977,61,livestock
Americas,1976,61,livestock
Americas,1975,57,livestock
Americas,1974,55,livestock
Americas,1973,53,livestock
Americas,1972,55,livestock
Americas,1971,54,livestock
Americas,1970,54,livestock
Americas,1969,53,livestock
Americas,1968,52,livestock
Americas,1967,51,livestock
Americas,1966,49,livestock
Americas,1965,48,livestock
Americas,1964,48,livestock
Americas,1963,46,livestock
Americas,1962,45,livestock
Americas,1961,44,livestock
Asia,2007,123,livestock
Asia,2006,121,livestock
Asia,2005,118,livestock
Asia,2004,113,livestock
Asia,2003,109,livestock
Asia,2002,105,livestock
Asia,2001,102,livestock
Asia,2000,100,livestock
Asia,1999,97,livestock
Asia,1998,94,livestock
Asia,1997,90,livestock
Asia,1996,85,livestock
Asia,1995,82,livestock
Asia,1994,78,livestock
Asia,1993,73,livestock
Asia,1992,68,livestock
Asia,1991,60,livestock
Asia,1990,57,livestock
Asia,1989,54,livestock
Asia,1988,51,livestock
Asia,1987,48,livestock
Asia,1986,46,livestock
Asia,1985,44,livestock
Asia,1984,41,livestock
Asia,1983,38,livestock
Asia,1982,36,livestock
Asia,1981,35,livestock
Asia,1980,33,livestock
Asia,1979,32,livestock
Asia,1978,29,livestock
Asia,1977,28,livestock
Asia,1976,27,livestock
Asia,1975,26,livestock
Asia,1974,25,livestock
Asia,1973,25,livestock
Asia,1972,24,livestock
Asia,1971,23,livestock
Asia,1970,22,livestock
Asia,1969,21,livestock
Asia,1968,21,livestock
Asia,1967,20,livestock
Asia,1966,20,livestock
Asia,1965,19,livestock
Asia,1964,18,livestock
Asia,1963,17,livestock
Asia,1962,16,livestock
Asia,1961,15,livestock
Australia and New Zealand,2007,103,livestock
