Region,Year,PIN
Equatorial Guinea,1987,78
Equatorial Guinea,1986,76
Equatorial Guinea,1985,74
Equatorial Guinea,1984,73
Equatorial Guinea,1983,71
Equatorial Guinea,1982,71
Equatorial Guinea,1981,68
Equatorial Guinea,1980,65
Equatorial Guinea,1979,64
Equatorial Guinea,1978,64
Equatorial Guinea,1977,62
Equatorial Guinea,1976,61
Equatorial Guinea,1975,61
Equatorial Guinea,1974,57
Equatorial Guinea,1973,57
Equatorial Guinea,1972,56
Equatorial Guinea,1971,53
Equatorial Guinea,1970,53
Equatorial Guinea,1969,52
Equatorial Guinea,1968,47
Equatorial Guinea,1967,47
Equatorial Guinea,1966,46
Equatorial Guinea,1965,47
Equatorial Guinea,1964,44
Equatorial Guinea,1963,43
Equatorial Guinea,1962,43
Equatorial Guinea,1961,40
Eritrea,2007,100
Eritrea,2006,100
Eritrea,2005,101
Eritrea,2004,101
Eritrea,2003,100
Eritrea,2002,92
Eritrea,2001,98
Eritrea,2000,101
Eritrea,1999,99
Eritrea,1998,97
Eritrea,1997,89
Eritrea,1996,90
Eritrea,1995,80
Eritrea,1994,79
Eritrea,1993,71
Estonia,2007,105
Estonia,2006,105
Estonia,2005,103
Estonia,2004,104
Estonia,2003,99
Estonia,2002,102
Estonia,2001,103
Estonia,2000,95
Estonia,1999,100
Estonia,1998,109
Estonia,1997,105
Estonia,1996,105
Estonia,1995,115
Estonia,1994,124
Estonia,1993,140
Estonia,1992,167
Ethiopia,2007,137
Ethiopia,2006,135
Ethiopia,2005,125
Ethiopia,2004,119
Ethiopia,2003,117
Ethiopia,2002,120
Ethiopia,2001,106
Ethiopia,2000,100
Ethiopia,1999,93
Ethiopia,1998,90
Ethiopia,1997,89
Ethiopia,1996,88
Ethiopia,1995,81
Ethiopia,1994,79
Ethiopia,1993,79
Falkland Islands,2007,103
Falkland Islands,2006,99
Falkland Islands,2005,99
Falkland Islands,2004,99
Falkland Islands,2003,99
Falkland Islands,2002,122
Falkland Islands,2001,99
Falkland Islands,2000,100
Falkland Islands,1999,99
Falkland Islands,1998,101
Falkland Islands,1997,103
Falkland Islands,1996,93
Falkland Islands,1995,113
Falkland Islands,1994,118
Falkland Islands,1993,112
Falkland Islands,1992,120
Falkland Islands,1991,114
Falkland Islands,1990,115
Falkland Islands,1989,111
Falkland Islands,1988,103
Falkland Islands,1987,101
Falkland Islands,1986,107
Falkland Islands,1985,105
Falkland Islands,1984,105
Falkland Islands,1983,106
Falkland Islands,1982,103
Falkland Islands,1981,105
Falkland Islands,1980,110
Falkland Islands,1979,100
Falkland Islands,1978,99
Falkland Islands,1977,96
Falkland Islands,1976,107
Falkland Islands,1975,100
Falkland Islands,1974,90
Falkland Islands,1973,89
Falkland Islands,1972,95
Falkland Islands,1971,96
Falkland Islands,1970,96
Falkland Islands,1969,95
Falkland Islands,1968,95
Falkland Islands,1967,93
Falkland Islands,1966,95
Falkland Islands,1965,97
Falkland Islands,1964,96
Falkland Islands,1963,97
Falkland Islands,1962,99
Falkland Islands,1961,93
Faroe Islands,2007,100
Faroe Islands,2006,100
Faroe Islands,2005,100
Faroe Islands,2004,100
Faroe Islands,2003,100
Faroe Islands,2002,100
Faroe Islands,2001,100
Faroe Islands,2000,100
Faroe Islands,1999,99
Faroe Islands,1998,100
Faroe Islands,1997,100
Faroe Islands,1996,99
Faroe Islands,1995,100
Faroe Islands,1994,99
Faroe Islands,1993,100
Faroe Islands,1992,99
Faroe Islands,1991,98
Faroe Islands,1990,97
Faroe Islands,1989,97
Faroe Islands,1988,97
Faroe Islands,1987,96
Faroe Islands,1986,94
Faroe Islands,1985,93
Faroe Islands,1984,93
Faroe Islands,1983,87
Faroe Islands,1982,92
Faroe Islands,1981,92
Faroe Islands,1980,92
Faroe Islands,1979,91
Faroe Islands,1978,68
Faroe Islands,1977,96
Faroe Islands,1976,97
Faroe Islands,1975,97
Faroe Islands,1974,96
Faroe Islands,1973,93
Faroe Islands,1972,93
Faroe Islands,1971,89
Faroe Islands,1970,79
Faroe Islands,1969,89
Faroe Islands,1968,92
Faroe Islands,1967,92
Faroe Islands,1966,94
Faroe Islands,1965,0
Faroe Islands,1964,0
Faroe Islands,1963,0
Faroe Islands,1962,0
Faroe Islands,1961,0
Fiji,2007,108
Fiji,2006,107
Fiji,2005,108
Fiji,2004,105
Fiji,2003,107
Fiji,2002,105
Fiji,2001,100
Fiji,2000,99
Fiji,1999,99
Fiji,1998,102
Fiji,1997,103
Fiji,1996,104
Fiji,1995,102
Fiji,1994,101
Fiji,1993,95
Fiji,1992,99
Fiji,1991,101
Fiji,1990,98
Fiji,1989,92
Fiji,1988,87
Fiji,1987,86
Fiji,1986,85
Fiji,1985,77
Fiji,1984,74
Fiji,1983,73
Fiji,1982,73
Fiji,1981,75
Fiji,1980,73
Fiji,1979,68
Fiji,1978,63
Fiji,1977,61
Fiji,1976,53
Fiji,1975,58
Fiji,1974,54
Fiji,1973,53
Fiji,1972,47
Fiji,1971,51
Fiji,1970,47
Fiji,1969,45
Fiji,1968,39
Fiji,1967,40
Fiji,1966,37
Fiji,1965,36
Fiji,1964,37
Fiji,1963,29
Fiji,1962,27
Fiji,1961,25
Finland,2007,100
Finland,2006,102
Finland,2005,102
Finland,2004,103
Finland,2003,104
Finland,2002,103
Finland,2001,101
Finland,2000,99
Finland,1999,99
Finland,1998,100
Finland,1997,101
Finland,1996,99
Finland,1995,99
Finland,1994,102
Finland,1993,99
Finland,1992,102
Finland,1991,105
Finland,1990,111
Finland,1989,108
Finland,1988,108
Finland,1987,115
Finland,1986,117
Finland,1985,117
Finland,1984,120
Finland,1983,120
Finland,1982,118
Finland,1981,119
Finland,1980,118
Finland,1979,116
Finland,1978,113
Finland,1977,113
Finland,1976,115
Finland,1975,111
Finland,1974,111
Finland,1973,109
Finland,1972,113
Finland,1971,113
Finland,1970,110
Finland,1969,116
Finland,1968,111
Finland,1967,111
Finland,1966,112
Finland,1965,115
Finland,1964,116
Finland,1963,113
Finland,1962,108
Finland,1961,105
France,2007,95
France,2006,95
France,2005,96
France,2004,96
France,2003,99
France,2002,101
France,2001,99
France,2000,99
France,1999,100
France,1998,101
France,1997,101
France,1996,101
France,1995,99
France,1994,97
France,1993,97
France,1992,98
France,1991,98
France,1990,95
France,1989,94
France,1988,96
France,1987,97
France,1986,97
France,1985,96
France,1984,98
France,1983,96
France,1982,95
France,1981,94
France,1980,93
France,1979,90
France,1978,86
France,1977,84
France,1976,85
France,1975,83
France,1974,83
France,1973,79
France,1972,78
France,1971,77
France,1970,75
France,1969,74
France,1968,75
France,1967,73
France,1966,69
France,1965,68
France,1964,65
France,1963,66
France,1962,65
France,1961,65
French Guiana,2007,88
French Guiana,2006,88
French Guiana,2005,88
French Guiana,2004,84
French Guiana,2003,86
French Guiana,2002,90
French Guiana,2001,89
French Guiana,2000,100
French Guiana,1999,109
French Guiana,1998,106
French Guiana,1997,120
French Guiana,1996,120
French Guiana,1995,111
French Guiana,1994,96
French Guiana,1993,83
French Guiana,1992,74
French Guiana,1991,89
French Guiana,1990,88
French Guiana,1989,85
French Guiana,1988,89
French Guiana,1987,85
French Guiana,1986,93
French Guiana,1985,91
French Guiana,1984,82
French Guiana,1983,78
French Guiana,1982,71
French Guiana,1981,54
French Guiana,1980,48
French Guiana,1979,47
French Guiana,1978,49
French Guiana,1977,42
French Guiana,1976,31
French Guiana,1975,29
French Guiana,1974,23
French Guiana,1973,24
French Guiana,1972,23
French Guiana,1971,22
French Guiana,1970,26
French Guiana,1969,23
French Guiana,1968,23
French Guiana,1967,23
French Guiana,1966,24
French Guiana,1965,23
French Guiana,1964,21
French Guiana,1963,22
French Guiana,1962,21
French Guiana,1961,20
French Polynesia,2007,99
French Polynesia,2006,99
French Polynesia,2005,107
French Polynesia,2004,103
French Polynesia,2003,100
French Polynesia,2002,101
French Polynesia,2001,105
French Polynesia,2000,96
French Polynesia,1999,98
French Polynesia,1998,88
French Polynesia,1997,87
French Polynesia,1996,86
French Polynesia,1995,99
French Polynesia,1994,92
French Polynesia,1993,91
French Polynesia,1992,94
French Polynesia,1991,93
French Polynesia,1990,90
French Polynesia,1989,88
French Polynesia,1988,83
French Polynesia,1987,82
French Polynesia,1986,83
French Polynesia,1985,77
French Polynesia,1984,73
French Polynesia,1983,61
French Polynesia,1982,63
French Polynesia,1981,66
French Polynesia,1980,69
French Polynesia,1979,68
French Polynesia,1978,65
French Polynesia,1977,65
French Polynesia,1976,53
French Polynesia,1975,51
French Polynesia,1974,49
French Polynesia,1973,47
French Polynesia,1972,43
French Polynesia,1971,43
French Polynesia,1970,52
French Polynesia,1969,40
French Polynesia,1968,38
French Polynesia,1967,39
French Polynesia,1966,33
French Polynesia,1965,31
French Polynesia,1964,29
French Polynesia,1963,29
French Polynesia,1962,28
French Polynesia,1961,28
Gabon,2007,102
Gabon,2006,102
Gabon,2005,98
Gabon,2004,100
Gabon,2003,99
Gabon,2002,100
Gabon,2001,99
Gabon,2000,100
Gabon,1999,100
Gabon,1998,99
Gabon,1997,97
Gabon,1996,93
Gabon,1995,91
Gabon,1994,89
Gabon,1993,89
Gabon,1992,88
Gabon,1991,86
Gabon,1990,85
Gabon,1989,84
Gabon,1988,83
Gabon,1987,82
Gabon,1986,81
Gabon,1985,80
Gabon,1984,79
Gabon,1983,77
Gabon,1982,77
Gabon,1981,77
Gabon,1980,76
Gabon,1979,76
Gabon,1978,77
Gabon,1977,75
Gabon,1976,73
Gabon,1975,72
Gabon,1974,74
Gabon,1973,73
Gabon,1972,73
Gabon,1971,72
Gabon,1970,72
Gabon,1969,71
Gabon,1968,71
Gabon,1967,71
Gabon,1966,71
Gabon,1965,69
Gabon,1964,67
Gabon,1963,64
Gabon,1962,60
Gabon,1961,57
Gambia,2007,108
Gambia,2006,106
Gambia,2005,104
Gambia,2004,102
Gambia,2003,102
Gambia,2002,102
Gambia,2001,97
Gambia,2000,101
Gambia,1999,100
Gambia,1998,99
Gambia,1997,100
Gambia,1996,98
Gambia,1995,101
Gambia,1994,103
Gambia,1993,101
Gambia,1992,101
Gambia,1991,99
Gambia,1990,95
Gambia,1989,96
Gambia,1988,95
Gambia,1987,93
Gambia,1986,91
Gambia,1985,90
Gambia,1984,88
Gambia,1983,90
Gambia,1982,90
Gambia,1981,90
Gambia,1980,91
Gambia,1979,90
Gambia,1978,90
Gambia,1977,90
Gambia,1976,93
Gambia,1975,92
Gambia,1974,92
Gambia,1973,92
Gambia,1972,92
Gambia,1971,88
Gambia,1970,85
Gambia,1969,80
Gambia,1968,77
Gambia,1967,73
Gambia,1966,70
Gambia,1965,66
Gambia,1964,64
Gambia,1963,61
Gambia,1962,57
Gambia,1961,54
Georgia,2007,84
Georgia,2006,83
Georgia,2005,114
Georgia,2004,113
Georgia,2003,111
Georgia,2002,108
Georgia,2001,103
Georgia,2000,98
Georgia,1999,97
Georgia,1998,97
Georgia,1997,102
Georgia,1996,96
Georgia,1995,90
Georgia,1994,81
Georgia,1993,75
Georgia,1992,79
Germany,2007,100
Germany,2006,100
Germany,2005,100
Germany,2004,100
Germany,2003,100
Germany,2002,100
Germany,2001,100
Germany,2000,99
Germany,1999,100
Germany,1998,98
Germany,1997,98
Germany,1996,98
Germany,1995,97
Germany,1994,95
Germany,1993,97
Germany,1992,99
Germany,1991,109
Germany,1990,115
Germany,1989,116
Germany,1988,116
Germany,1987,119
Germany,1986,123
Germany,1985,118
Germany,1984,118
Germany,1983,116
Germany,1982,112
Germany,1981,113
Germany,1980,113
Germany,1979,110
Germany,1978,107
Germany,1977,103
Germany,1976,103
Germany,1975,102
Germany,1974,101
Germany,1973,97
Germany,1972,96
Germany,1971,97
Germany,1970,96
Germany,1969,94
Germany,1968,93
Germany,1967,91
Germany,1966,87
Germany,1965,84
Germany,1964,83
Germany,1963,81
Germany,1962,78
Germany,1961,77
Ghana,2007,107
Ghana,2006,106
Ghana,2005,109
Ghana,2004,108
Ghana,2003,111
Ghana,2002,104
Ghana,2001,102
Ghana,2000,102
Ghana,1999,94
Ghana,1998,91
Ghana,1997,91
Ghana,1996,92
Ghana,1995,89
Ghana,1994,93
Ghana,1993,91
Ghana,1992,90
Ghana,1991,91
Ghana,1990,89
Ghana,1989,89
Ghana,1988,86
Ghana,1987,86
Ghana,1986,83
Ghana,1985,83
Ghana,1984,83
Ghana,1983,83
Ghana,1982,78
Ghana,1981,74
Ghana,1980,72
Ghana,1979,69
Ghana,1978,66
Ghana,1977,63
Ghana,1976,58
Ghana,1975,59
Ghana,1974,58
Ghana,1973,57
Ghana,1972,56
Ghana,1971,53
Ghana,1970,52
Ghana,1969,51
Ghana,1968,48
Ghana,1967,46
Ghana,1966,45
Ghana,1965,42
Ghana,1964,40
Ghana,1963,37
Ghana,1962,35
Ghana,1961,34
Greece,2007,95
Greece,2006,95
Greece,2005,102
Greece,2004,105
Greece,2003,103
Greece,2002,101
Greece,2001,100
Greece,2000,99
Greece,1999,100
Greece,1998,101
Greece,1997,101
Greece,1996,105
Greece,1995,106
Greece,1994,104
Greece,1993,104
Greece,1992,104
Greece,1991,105
Greece,1990,105
Greece,1989,104
Greece,1988,104
Greece,1987,102
Greece,1986,101
Greece,1985,101
Greece,1984,103
Greece,1983,102
Greece,1982,103
Greece,1981,103
Greece,1980,104
Greece,1979,104
Greece,1978,102
Greece,1977,101
Greece,1976,102
Greece,1975,100
Greece,1974,95
Greece,1973,86
Greece,1972,81
Greece,1971,77
Greece,1970,74
Greece,1969,70
Greece,1968,64
Greece,1967,65
Greece,1966,62
Greece,1965,57
Greece,1964,53
Greece,1963,52
Greece,1962,49
Greece,1961,44
Greenland,2007,99
Greenland,2006,99
Greenland,2005,99
Greenland,2004,99
Greenland,2003,99
Greenland,2002,99
Greenland,2001,100
Greenland,2000,100
Greenland,1999,100
Greenland,1998,100
Greenland,1997,100
Greenland,1996,100
Greenland,1995,100
Greenland,1994,100
Greenland,1993,100
Greenland,1992,99
Greenland,1991,93
Greenland,1990,93
Greenland,1989,93
Greenland,1988,92
Greenland,1987,92
Greenland,1986,91
Greenland,1985,90
Greenland,1984,94
Greenland,1983,89
Greenland,1982,106
Greenland,1981,96
Greenland,1980,82
Greenland,1979,74
Greenland,1978,51
Greenland,1977,40
Greenland,1976,13
Greenland,1975,42
Greenland,1974,34
Greenland,1973,50
Greenland,1972,35
Greenland,1971,74
Greenland,1970,62
Greenland,1969,64
Greenland,1968,38
Greenland,1967,86
Greenland,1966,92
Greenland,1965,66
Greenland,1964,80
Greenland,1963,55
Greenland,1962,61
Greenland,1961,51
Grenada,2007,104
Grenada,2006,104
Grenada,2005,104
Grenada,2004,107
Grenada,2003,108
Grenada,2002,107
Grenada,2001,101
Grenada,2000,99
Grenada,1999,99
Grenada,1998,94
Grenada,1997,97
Grenada,1996,99
Grenada,1995,104
Grenada,1994,101
Grenada,1993,95
Grenada,1992,97
Grenada,1991,98
Grenada,1990,103
Grenada,1989,102
Grenada,1988,101
Grenada,1987,101
Grenada,1986,103
Grenada,1985,102
Grenada,1984,102
Grenada,1983,105
Grenada,1982,108
Grenada,1981,114
Grenada,1980,108
Grenada,1979,109
Grenada,1978,115
Grenada,1977,116
Grenada,1976,116
Grenada,1975,123
Grenada,1974,127
Grenada,1973,125
Grenada,1972,118
Grenada,1971,123
Grenada,1970,128
Grenada,1969,126
Grenada,1968,120
Grenada,1967,108
Grenada,1966,121
Grenada,1965,113
Grenada,1964,108
Grenada,1963,104
Grenada,1962,101
Grenada,1961,92
Guadeloupe,2007,100
Guadeloupe,2006,88
Guadeloupe,2005,88
Guadeloupe,2004,89
Guadeloupe,2003,91
Guadeloupe,2002,90
Guadeloupe,2001,100
Guadeloupe,2000,99
Guadeloupe,1999,100
Guadeloupe,1998,98
Guadeloupe,1997,98
Guadeloupe,1996,91
Guadeloupe,1995,98
Guadeloupe,1994,100
Guadeloupe,1993,100
Guadeloupe,1992,97
Guadeloupe,1991,92
Guadeloupe,1990,105
Guadeloupe,1989,107
Guadeloupe,1988,119
Guadeloupe,1987,123
Guadeloupe,1986,133
Guadeloupe,1985,133
Guadeloupe,1984,128
Guadeloupe,1983,129
Guadeloupe,1982,118
Guadeloupe,1981,116
Guadeloupe,1980,121
Guadeloupe,1979,104
Guadeloupe,1978,98
Guadeloupe,1977,85
Guadeloupe,1976,84
Guadeloupe,1975,90
Guadeloupe,1974,79
Guadeloupe,1973,66
Guadeloupe,1972,57
Guadeloupe,1971,56
Guadeloupe,1970,53
Guadeloupe,1969,51
Guadeloupe,1968,47
Guadeloupe,1967,45
Guadeloupe,1966,44
Guadeloupe,1965,38
Guadeloupe,1964,34
Guadeloupe,1963,32
Guadeloupe,1962,38
Guadeloupe,1961,37
Guam,2007,93
Guam,2006,99
Guam,2005,98
Guam,2004,98
Guam,2003,98
Guam,2002,100
Guam,2001,100
Guam,2000,99
Guam,1999,99
Guam,1998,99
Guam,1997,99
Guam,1996,99
Guam,1995,99
Guam,1994,99
Guam,1993,99
Guam,1992,97
Guam,1991,96
Guam,1990,43
Guam,1989,53
Guam,1988,175
Guam,1987,146
Guam,1986,136
Guam,1985,110
Guam,1984,123
Guam,1983,117
Guam,1982,150
Guam,1981,193
Guam,1980,177
Guam,1979,213
Guam,1978,213
Guam,1977,176
Guam,1976,163
Guam,1975,231
Guam,1974,208
Guam,1973,187
Guam,1972,168
Guam,1971,152
Guam,1970,170
Guam,1969,104
Guam,1968,103
Guam,1967,87
Guam,1966,90
Guam,1965,73
Guam,1964,56
Guam,1963,81
Guam,1962,68
Guam,1961,64
Guatemala,2007,107
Guatemala,2006,107
Guatemala,2005,104
Guatemala,2004,103
Guatemala,2003,104
Guatemala,2002,107
Guatemala,2001,100
Guatemala,2000,100
Guatemala,1999,98
Guatemala,1998,100
Guatemala,1997,102
Guatemala,1996,95
Guatemala,1995,90
Guatemala,1994,85
Guatemala,1993,80
Guatemala,1992,74
Guatemala,1991,74
Guatemala,1990,80
Guatemala,1989,79
Guatemala,1988,73
Guatemala,1987,68
Guatemala,1986,62
Guatemala,1985,67
Guatemala,1984,70
Guatemala,1983,68
Guatemala,1982,62
Guatemala,1981,61
Guatemala,1980,61
Guatemala,1979,56
Guatemala,1978,61
Guatemala,1977,61
Guatemala,1976,59
Guatemala,1975,57
Guatemala,1974,55
Guatemala,1973,57
Guatemala,1972,57
Guatemala,1971,55
Guatemala,1970,52
Guatemala,1969,48
Guatemala,1968,46
Guatemala,1967,41
Guatemala,1966,37
Guatemala,1965,38
Guatemala,1964,39
Guatemala,1963,38
Guatemala,1962,35
Guatemala,1961,35
Guinea,2007,142
Guinea,2006,135
Guinea,2005,128
Guinea,2004,122
Guinea,2003,116
Guinea,2002,109
Guinea,2001,104
Guinea,2000,100
Guinea,1999,95
Guinea,1998,90
Guinea,1997,86
Guinea,1996,82
Guinea,1995,78
Guinea,1994,72
Guinea,1993,68
Guinea,1992,64
Guinea,1991,60
Guinea,1990,57
Guinea,1989,52
Guinea,1988,51
Guinea,1987,45
Guinea,1986,41
Guinea,1985,48
Guinea,1984,53
Guinea,1983,53
Guinea,1982,52
Guinea,1981,52
Guinea,1980,51
Guinea,1979,51
Guinea,1978,50
Guinea,1977,50
Guinea,1976,49
Guinea,1975,48
Guinea,1974,46
Guinea,1973,45
Guinea,1972,43
Guinea,1971,42
Guinea,1970,42
Guinea,1969,41
Guinea,1968,43
Guinea,1967,42
Guinea,1966,44
Guinea,1965,42
Guinea,1964,41
Guinea,1963,40
Guinea,1962,38
Guinea,1961,37
Guinea-Bissau,2007,118
Guinea-Bissau,2006,114
Guinea-Bissau,2005,111
Guinea-Bissau,2004,108
Guinea-Bissau,2003,108
Guinea-Bissau,2002,102
Guinea-Bissau,2001,101
Guinea-Bissau,2000,99
Guinea-Bissau,1999,99
Guinea-Bissau,1998,96
Guinea-Bissau,1997,95
Guinea-Bissau,1996,92
Guinea-Bissau,1995,89
Guinea-Bissau,1994,88
Guinea-Bissau,1993,86
Guinea-Bissau,1992,83
Guinea-Bissau,1991,81
Guinea-Bissau,1990,78
Guinea-Bissau,1989,76
Guinea-Bissau,1988,74
Guinea-Bissau,1987,71
Guinea-Bissau,1986,69
Guinea-Bissau,1985,67
Guinea-Bissau,1984,66
Guinea-Bissau,1983,65
Guinea-Bissau,1982,63
Guinea-Bissau,1981,61
Guinea-Bissau,1980,59
Guinea-Bissau,1979,58
Guinea-Bissau,1978,56
Guinea-Bissau,1977,54
Guinea-Bissau,1976,51
Guinea-Bissau,1975,50
Guinea-Bissau,1974,48
Guinea-Bissau,1973,47
Guinea-Bissau,1972,46
Guinea-Bissau,1971,43
Guinea-Bissau,1970,42
Guinea-Bissau,1969,42
Guinea-Bissau,1968,42
Guinea-Bissau,1967,42
Guinea-Bissau,1966,42
Guinea-Bissau,1965,41
Guinea-Bissau,1964,41
Guinea-Bissau,1963,41
Guinea-Bissau,1962,41
Guinea-Bissau,1961,41
Guyana,2007,138
Guyana,2006,137
Guyana,2005,140
Guyana,2004,146
Guyana,2003,142
Guyana,2002,113
Guyana,2001,101
Guyana,2000,98
Guyana,1999,99
Guyana,1998,98
Guyana,1997,102
Guyana,1996,101
Guyana,1995,78
Guyana,1994,78
Guyana,1993,71
Guyana,1992,67
Guyana,1991,53
Guyana,1990,53
Guyana,1989,55
Guyana,1988,62
Guyana,1987,56
Guyana,1986,50
Guyana,1985,47
Guyana,1984,51
Guyana,1983,53
Guyana,1982,72
Guyana,1981,90
Guyana,1980,90
Guyana,1979,91
Guyana,1978,103
Guyana,1977,112
Guyana,1976,112
Guyana,1975,107
Guyana,1974,99
Guyana,1973,107
Guyana,1972,102
Guyana,1971,95
Guyana,1970,90
Guyana,1969,88
Guyana,1968,79
Guyana,1967,71
Guyana,1966,69
Guyana,1965,67
Guyana,1964,62
Guyana,1963,55
Guyana,1962,53
Guyana,1961,51
Haiti,2007,112
Haiti,2006,112
Haiti,2005,112
Haiti,2004,111
Haiti,2003,112
Haiti,2002,110
Haiti,2001,107
Haiti,2000,104
Haiti,1999,87
Haiti,1998,87
Haiti,1997,80
Haiti,1996,79
Haiti,1995,73
Haiti,1994,78
Haiti,1993,77
Haiti,1992,74
Haiti,1991,69
Haiti,1990,66
Haiti,1989,70
Haiti,1988,72
Haiti,1987,74
Haiti,1986,76
Haiti,1985,76
Haiti,1984,76
Haiti,1983,74
Haiti,1982,71
Haiti,1981,66
Haiti,1980,66
Haiti,1979,68
Haiti,1978,70
Haiti,1977,66
Haiti,1976,67
Haiti,1975,65
Haiti,1974,64
Haiti,1973,84
Haiti,1972,62
Haiti,1971,59
Haiti,1970,58
Haiti,1969,56
Haiti,1968,54
Haiti,1967,53
Haiti,1966,49
Haiti,1965,48
Haiti,1964,47
Haiti,1963,45
Haiti,1962,44
Haiti,1961,43
Honduras,2007,132
Honduras,2006,132
Honduras,2005,132
Honduras,2004,123
Honduras,2003,118
Honduras,2002,110
Honduras,2001,100
Honduras,2000,100
Honduras,1999,99
Honduras,1998,100
Honduras,1997,96
Honduras,1996,98
Honduras,1995,88
Honduras,1994,89
Honduras,1993,70
Honduras,1992,71
Honduras,1991,68
Honduras,1990,66
Honduras,1989,61
Honduras,1988,60
Honduras,1987,56
Honduras,1986,46
Honduras,1985,49
Honduras,1984,47
Honduras,1983,46
Honduras,1982,51
Honduras,1981,59
Honduras,1980,56
Honduras,1979,40
Honduras,1978,54
Honduras,1977,44
Honduras,1976,44
Honduras,1975,42
Honduras,1974,39
Honduras,1973,42
Honduras,1972,41
Honduras,1971,40
Honduras,1970,35
Honduras,1969,34
Honduras,1968,33
Honduras,1967,31
Honduras,1966,28
Honduras,1965,27
Honduras,1964,27
Honduras,1963,28
Honduras,1962,27
Honduras,1961,26
Hungary,2007,85
Hungary,2006,85
Hungary,2005,86
Hungary,2004,94
Hungary,2003,99
Hungary,2002,103
Hungary,2001,100
Hungary,2000,102
Hungary,1999,96
Hungary,1998,96
Hungary,1997,94
Hungary,1996,97
Hungary,1995,94
Hungary,1994,94
Hungary,1993,101
Hungary,1992,113
Hungary,1991,127
Hungary,1990,141
Hungary,1989,145
Hungary,1988,147
Hungary,1987,146
Hungary,1986,141
Hungary,1985,143
Hungary,1984,149
Hungary,1983,147
Hungary,1982,143
Hungary,1981,135
Hungary,1980,133
Hungary,1979,130
Hungary,1978,126
Hungary,1977,122
Hungary,1976,112
Hungary,1975,116
Hungary,1974,109
Hungary,1973,102
Hungary,1972,102
Hungary,1971,101
Hungary,1970,92
Hungary,1969,89
Hungary,1968,90
Hungary,1967,83
Hungary,1966,80
Hungary,1965,82
Hungary,1964,79
Hungary,1963,79
Hungary,1962,78
Hungary,1961,78
Iceland,2007,110
Iceland,2006,106
Iceland,2005,103
Iceland,2004,104
Iceland,2003,105
Iceland,2002,103
Iceland,2001,101
Iceland,2000,101
Iceland,1999,97
Iceland,1998,93
Iceland,1997,91
Iceland,1996,89
Iceland,1995,91
Iceland,1994,91
Iceland,1993,89
Iceland,1992,94
Iceland,1991,95
Iceland,1990,94
Iceland,1989,93
Iceland,1988,98
Iceland,1987,108
Iceland,1986,114
Iceland,1985,111
Iceland,1984,107
Iceland,1983,108
Iceland,1982,108
Iceland,1981,109
Iceland,1980,108
Iceland,1979,118
Iceland,1978,117
Iceland,1977,111
Iceland,1976,110
Iceland,1975,112
Iceland,1974,110
Iceland,1973,107
Iceland,1972,101
Iceland,1971,95
Iceland,1970,96
Iceland,1969,98
Iceland,1968,100
Iceland,1967,105
Iceland,1966,101
Iceland,1965,103
Iceland,1964,98
Iceland,1963,99
Iceland,1962,100
Iceland,1961,95
India,2007,130
India,2006,123
India,2005,118
India,2004,113
India,2003,108
India,2002,106
India,2001,104
India,2000,99
India,1999,96
India,1998,92
India,1997,88
India,1996,86
India,1995,83
India,1994,78
India,1993,75
India,1992,72
India,1991,69
India,1990,69
India,1989,66
India,1988,62
India,1987,59
India,1986,59
India,1985,56
India,1984,53
India,1983,51
India,1982,47
India,1981,44
India,1980,42
India,1979,40
India,1978,38
India,1977,37
India,1976,36
India,1975,34
India,1974,33
India,1973,31
India,1972,30
India,1971,30
India,1970,28
India,1969,29
India,1968,28
India,1967,27
India,1966,27
India,1965,26
India,1964,26
India,1963,26
India,1962,26
India,1961,26
Indonesia,2007,156
Indonesia,2006,145
Indonesia,2005,128
Indonesia,2004,135
Indonesia,2003,127
Indonesia,2002,121
Indonesia,2001,108
Indonesia,2000,100
Indonesia,1999,91
Indonesia,1998,94
Indonesia,1997,109
Indonesia,1996,111
Indonesia,1995,105
Indonesia,1994,108
Indonesia,1993,100
Indonesia,1992,93
Indonesia,1991,87
Indonesia,1990,81
Indonesia,1989,76
Indonesia,1988,71
Indonesia,1987,68
Indonesia,1986,66
Indonesia,1985,60
Indonesia,1984,56
Indonesia,1983,52
Indonesia,1982,46
Indonesia,1981,44
Indonesia,1980,42
Indonesia,1979,38
Indonesia,1978,35
Indonesia,1977,35
Indonesia,1976,34
Indonesia,1975,32
Indonesia,1974,32
Indonesia,1973,30
Indonesia,1972,29
Indonesia,1971,28
Indonesia,1970,26
Indonesia,1969,24
Indonesia,1968,23
Indonesia,1967,22
Indonesia,1966,22
Indonesia,1965,23
Indonesia,1964,22
Indonesia,1963,21
Indonesia,1962,22
Indonesia,1961,21
Iran,2007,130
Iran,2006,128
Iran,2005,126
Iran,2004,120
Iran,2003,111
Iran,2002,105
Iran,2001,103
Iran,2000,100
Iran,1999,95
Iran,1998,93
Iran,1997,90
Iran,1996,87
Iran,1995,82
Iran,1994,81
Iran,1993,76
Iran,1992,72
Iran,1991,67
Iran,1990,64
Iran,1989,60
Iran,1988,56
Iran,1987,55
Iran,1986,54
Iran,1985,51
Iran,1984,50
Iran,1983,48
Iran,1982,47
Iran,1981,44
Iran,1980,42
Iran,1979,42
Iran,1978,42
